Attrition,Age,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender
0,27,829,Sales,8,1,3,Male,84,3,2,Sales Executive,4,4342,24008,0,0,19,3,80,1,5,3,3,4,2,1,1,Male
0,37,571,Research & Development,10,1,4,Female,82,3,1,Research Scientist,1,2782,19905,0,1,13,3,80,2,6,3,2,5,3,4,3,Female
0,38,240,Research & Development,2,4,1,Female,75,4,2,Manufacturing Director,1,5980,26085,6,1,12,3,80,0,17,2,3,15,7,4,12,Female
0,34,121,Research & Development,2,4,3,Female,86,2,1,Research Scientist,1,4381,7530,1,0,11,3,80,0,6,3,3,6,5,1,3,Female
0,35,384,Sales,8,4,1,Female,72,3,1,Sales Representative,4,2572,20317,1,0,16,3,80,1,3,1,2,3,2,0,2,Female
0,30,921,Research & Development,1,3,4,Male,38,1,1,Laboratory Technician,3,3833,24375,3,0,21,4,80,2,7,2,3,2,2,0,2,Male
0,40,791,Research & Development,2,2,3,Female,38,4,2,Healthcare Representative,2,4244,9931,1,0,24,4,80,1,8,2,3,8,7,3,7,Female
0,34,1111,Sales,8,2,3,Female,93,3,2,Sales Executive,1,6500,13305,5,0,17,3,80,1,6,1,3,3,2,1,2,Female
0,42,570,Research & Development,8,3,2,Male,66,3,5,Manager,4,18430,16225,1,0,13,3,80,1,24,4,2,24,7,14,9,Male
1,23,1243,Research & Development,6,3,3,Male,63,4,1,Laboratory Technician,1,1601,3445,1,1,21,4,80,2,1,2,3,0,0,0,0,Male
0,24,1092,Research & Development,9,3,3,Male,60,2,1,Laboratory Technician,2,2694,26551,1,0,11,3,80,3,1,4,3,1,0,0,0,Male
0,52,1325,Research & Development,11,4,4,Female,82,3,2,Laboratory Technician,3,3149,21821,8,0,20,4,80,1,9,3,3,5,2,1,4,Female
0,50,691,Research & Development,2,3,3,Male,64,3,4,Research Director,3,17639,6881,5,0,16,3,80,0,30,3,3,4,3,0,3,Male
1,29,805,Research & Development,1,2,2,Female,36,2,1,Laboratory Technician,1,2319,6689,1,1,11,3,80,1,1,1,3,1,0,0,0,Female
0,33,213,Research & Development,7,3,3,Male,49,3,3,Research Director,3,11691,25995,0,0,11,3,80,0,14,3,4,13,9,3,7,Male
1,33,118,Sales,16,3,1,Female,69,3,2,Sales Executive,1,5324,26507,5,0,15,3,80,0,6,3,3,3,2,0,2,Female
0,47,202,Research & Development,2,2,3,Female,33,3,4,Manager,4,16752,12982,1,1,11,3,80,1,26,3,2,26,14,3,0,Female
0,36,676,Research & Development,1,3,3,Female,35,3,2,Manufacturing Director,2,5228,23361,0,0,15,3,80,1,10,2,3,9,7,0,5,Female
0,29,1252,Research & Development,23,2,3,Male,81,4,1,Research Scientist,3,2700,23779,1,0,24,4,80,1,10,3,3,10,7,0,7,Male
1,58,286,Research & Development,2,4,4,Male,31,3,5,Research Director,2,19246,25761,7,1,12,3,80,0,40,2,3,31,15,13,8,Male
0,35,1258,Research & Development,1,4,4,Female,40,4,1,Research Scientist,3,2506,13301,3,0,13,3,80,0,7,0,3,2,2,2,2,Female
0,42,932,Research & Development,1,2,4,Female,43,2,2,Manufacturing Director,4,6062,4051,9,1,13,3,80,1,8,4,3,4,3,0,2,Female
1,28,890,Research & Development,2,4,3,Male,46,3,1,Research Scientist,3,4382,16374,6,0,17,3,80,0,5,3,2,2,2,2,1,Male
0,36,1041,Human Resources,13,3,3,Male,36,3,1,Human Resources,2,2143,25527,4,0,13,3,80,1,8,2,3,5,2,0,4,Male
0,32,859,Research & Development,4,3,3,Female,98,2,2,Manufacturing Director,3,6162,19124,1,0,12,3,80,1,14,3,3,14,13,6,8,Female
0,40,720,Research & Development,16,4,1,Male,51,2,2,Laboratory Technician,3,5094,11983,6,0,14,3,80,0,10,6,3,1,0,0,0,Male
0,30,946,Research & Development,2,3,3,Female,52,2,2,Manufacturing Director,4,6877,20234,5,1,24,4,80,0,12,4,2,0,0,0,0,Female
0,45,252,Research & Development,2,3,2,Female,95,2,1,Research Scientist,3,2274,6153,1,0,14,3,80,0,1,3,3,1,0,0,0,Female
0,42,933,Research & Development,29,3,2,Male,98,3,2,Manufacturing Director,2,4434,11806,1,0,13,3,80,1,10,3,2,9,8,7,8,Male
0,38,471,Research & Development,12,3,1,Male,45,2,2,Healthcare Representative,1,6288,4284,2,0,15,3,80,1,13,3,2,4,3,1,2,Male
0,34,702,Research & Development,16,4,3,Female,100,2,1,Research Scientist,4,2553,8306,1,0,16,3,80,0,6,3,3,5,2,1,3,Female
1,49,1184,Sales,11,3,3,Female,43,3,3,Sales Executive,4,7654,5860,1,0,18,3,80,2,9,3,4,9,8,7,7,Female
1,55,436,Sales,2,1,3,Male,37,3,2,Sales Executive,4,5160,21519,4,0,16,3,80,0,12,3,2,9,7,7,3,Male
0,43,589,Research & Development,14,2,2,Male,94,3,4,Research Director,1,17159,5200,6,0,24,4,80,1,22,3,3,4,1,1,0,Male
0,27,269,Research & Development,5,1,3,Male,42,2,3,Research Director,4,12808,8842,1,1,16,3,80,1,9,3,3,9,8,0,8,Male
0,35,950,Research & Development,7,3,3,Male,59,3,3,Manufacturing Director,3,10221,18869,3,0,21,4,80,0,17,3,4,8,5,1,6,Male
0,28,760,Sales,2,4,2,Female,81,3,2,Sales Executive,2,4779,3698,1,1,20,4,80,0,8,2,3,8,7,7,5,Female
0,34,829,Human Resources,3,2,3,Male,88,3,1,Human Resources,4,3737,2243,0,0,19,3,80,1,4,1,1,3,2,0,2,Male
1,26,887,Research & Development,5,2,3,Female,88,2,1,Research Scientist,3,2366,20898,1,1,14,3,80,1,8,2,3,8,7,1,7,Female
0,27,443,Research & Development,3,3,4,Male,50,3,1,Research Scientist,4,1706,16571,1,0,11,3,80,3,0,6,2,0,0,0,0,Male
0,51,1318,Sales,26,4,1,Female,66,3,4,Manager,3,16307,5594,2,0,14,3,80,1,29,2,2,20,6,4,17,Female
0,44,625,Research & Development,4,3,4,Male,50,3,2,Healthcare Representative,2,5933,5197,9,0,12,3,80,0,10,2,2,5,2,2,3,Male
0,25,180,Research & Development,2,1,1,Male,65,4,1,Research Scientist,1,3424,21632,7,0,13,3,80,0,6,3,2,4,3,0,1,Male
0,33,586,Sales,1,3,1,Male,48,4,2,Sales Executive,1,4037,21816,1,0,22,4,80,1,9,5,3,9,8,0,8,Male
0,35,1343,Research & Development,27,1,3,Female,53,2,1,Research Scientist,1,2559,17852,1,0,11,3,80,0,6,3,2,6,5,1,1,Female
0,36,928,Sales,1,2,2,Male,56,3,2,Sales Executive,4,6201,2823,1,1,14,3,80,1,18,1,2,18,14,4,11,Male
0,32,117,Sales,13,4,2,Male,73,3,2,Sales Executive,4,4403,9250,2,0,11,3,80,1,8,3,2,5,2,0,3,Male
0,30,1012,Research & Development,5,4,2,Male,75,2,1,Research Scientist,4,3761,2373,9,0,12,3,80,1,10,3,2,5,4,0,3,Male
0,53,661,Sales,7,2,1,Female,78,2,3,Sales Executive,4,10934,20715,7,1,18,3,80,1,35,3,3,5,2,0,4,Female
0,45,930,Sales,9,3,4,Male,74,3,3,Sales Executive,1,10761,19239,4,1,12,3,80,1,18,2,3,5,4,0,2,Male
0,32,638,Research & Development,8,2,3,Female,91,4,2,Research Scientist,3,5175,22162,5,0,12,3,80,1,9,3,2,5,3,1,3,Female
0,52,890,Research & Development,25,4,3,Female,81,2,4,Manufacturing Director,4,13826,19028,3,0,22,4,80,0,31,3,3,9,8,0,0,Female
0,37,342,Sales,16,4,4,Male,66,2,2,Sales Executive,3,6334,24558,4,0,19,3,80,2,9,2,3,1,0,0,0,Male
0,28,1169,Human Resources,8,2,2,Male,63,2,1,Human Resources,4,4936,23965,1,0,13,3,80,1,6,6,3,5,1,0,4,Male
0,22,1230,Research & Development,1,2,4,Male,33,2,2,Manufacturing Director,4,4775,19146,6,0,22,4,80,2,4,2,1,2,2,2,2,Male
0,44,986,Research & Development,8,4,1,Male,62,4,1,Laboratory Technician,4,2818,5044,2,1,24,4,80,1,10,2,2,3,2,0,2,Male
0,42,1271,Research & Development,2,1,2,Male,35,3,1,Research Scientist,4,2515,9068,5,1,14,3,80,0,8,2,3,2,1,2,2,Male
0,36,1278,Human Resources,8,3,1,Male,77,2,1,Human Resources,1,2342,8635,0,0,21,4,80,0,6,3,3,5,4,0,3,Male
0,25,141,Sales,3,1,3,Male,98,3,2,Sales Executive,1,4194,14363,1,1,18,3,80,0,5,3,3,5,3,0,3,Male
0,35,607,Research & Development,9,3,4,Female,66,2,3,Manufacturing Director,3,10685,23457,1,1,20,4,80,1,17,2,3,17,14,5,15,Female
1,35,130,Research & Development,25,4,4,Female,96,3,1,Research Scientist,2,2022,16612,1,1,19,3,80,1,10,3,2,10,2,7,8,Female
0,32,300,Research & Development,1,3,4,Male,61,3,1,Laboratory Technician,4,2314,9148,0,0,12,3,80,1,4,2,3,3,0,0,2,Male
0,25,583,Sales,4,1,3,Male,87,2,2,Sales Executive,1,4256,18154,1,0,12,3,80,0,5,1,4,5,2,0,3,Male
0,49,1418,Research & Development,1,3,3,Female,36,3,1,Research Scientist,1,3580,10554,2,0,16,3,80,1,7,2,3,4,2,0,2,Female
0,24,1269,Research & Development,4,1,1,Male,46,2,1,Laboratory Technician,4,3162,10778,0,0,17,3,80,0,6,2,2,5,2,3,4,Male
0,32,379,Sales,5,2,2,Male,48,3,2,Sales Executive,2,6524,8891,1,0,14,3,80,1,10,3,3,10,8,5,3,Male
0,38,395,Sales,9,3,2,Male,98,2,1,Sales Representative,2,2899,12102,0,0,19,3,80,1,3,3,3,2,2,1,2,Male
0,42,1265,Research & Development,3,3,3,Female,95,4,2,Laboratory Technician,4,5231,23726,2,1,13,3,80,1,17,1,2,5,3,1,3,Female
0,31,1222,Research & Development,11,4,4,Male,48,3,1,Research Scientist,4,2356,14871,3,1,19,3,80,1,8,2,3,6,4,0,2,Male
1,29,341,Sales,1,3,2,Female,48,2,1,Sales Representative,3,2800,23522,6,1,19,3,80,3,5,3,3,3,2,0,2,Female
0,53,868,Sales,8,3,1,Male,73,3,4,Sales Executive,4,11836,22789,5,0,14,3,80,1,28,3,3,2,0,2,2,Male
0,35,672,Research & Development,25,3,4,Male,78,2,3,Manufacturing Director,2,10903,9129,3,0,16,3,80,0,16,2,3,13,10,4,8,Male
0,37,1231,Sales,21,2,3,Female,54,3,1,Sales Representative,4,2973,21222,5,0,15,3,80,1,10,3,3,5,4,0,0,Female
0,53,102,Research & Development,23,4,4,Female,72,3,4,Research Director,4,14275,20206,6,0,18,3,80,0,33,0,3,12,9,3,8,Female
0,43,422,Research & Development,1,3,4,Female,33,3,2,Healthcare Representative,4,5562,21782,4,0,13,3,80,1,12,2,2,5,2,2,2,Female
0,47,249,Sales,2,2,3,Female,35,3,2,Sales Executive,4,4537,17783,0,1,22,4,80,1,8,2,3,7,6,7,7,Female
0,37,1252,Sales,19,2,1,Male,32,3,3,Sales Executive,2,7642,4814,1,1,13,3,80,0,10,2,3,10,0,0,9,Male
0,50,881,Research & Development,2,4,1,Male,98,3,4,Manager,1,17924,4544,1,0,11,3,80,1,31,3,3,31,6,14,7,Male
0,39,1383,Human Resources,2,3,4,Female,42,2,2,Human Resources,4,5204,7790,8,0,11,3,80,2,13,2,3,5,4,0,4,Female
0,33,1075,Human Resources,3,2,4,Male,57,3,1,Human Resources,2,2277,22650,3,1,11,3,80,1,7,4,4,4,3,0,3,Male
1,32,374,Research & Development,25,4,1,Male,87,3,1,Laboratory Technician,4,2795,18016,1,1,24,4,80,0,1,2,1,1,0,0,1,Male
0,29,1086,Research & Development,7,1,1,Female,62,2,1,Laboratory Technician,4,2532,6054,6,0,14,3,80,3,8,5,3,4,3,0,3,Female
0,44,661,Research & Development,9,2,2,Male,61,3,1,Research Scientist,1,2559,7508,1,1,13,3,80,0,8,0,3,8,7,7,1,Male
0,28,821,Sales,5,4,1,Male,98,3,2,Sales Executive,4,4908,24252,1,0,14,3,80,0,4,3,3,4,2,0,2,Male
1,58,781,Research & Development,2,1,4,Male,57,2,1,Laboratory Technician,4,2380,13384,9,1,14,3,80,1,3,3,2,1,0,0,0,Male
0,43,177,Research & Development,8,3,1,Female,55,3,2,Manufacturing Director,2,4765,23814,4,0,21,4,80,1,4,2,4,1,0,0,0,Female
1,20,500,Sales,2,3,3,Female,49,2,1,Sales Representative,3,2044,22052,1,0,13,3,80,0,2,3,2,2,2,0,2,Female
1,21,1427,Research & Development,18,1,4,Female,65,3,1,Research Scientist,4,2693,8870,1,0,19,3,80,0,1,3,2,1,0,0,0,Female
0,36,1425,Research & Development,14,1,3,Male,68,3,2,Healthcare Representative,4,6586,4821,0,1,17,3,80,1,17,2,2,16,8,4,11,Male
0,47,1454,Sales,2,4,4,Female,65,2,1,Sales Representative,4,3294,13137,1,1,18,3,80,0,3,3,2,3,2,1,2,Female
1,22,617,Research & Development,3,1,2,Female,34,3,2,Manufacturing Director,3,4171,10022,0,1,19,3,80,1,4,3,4,3,2,0,2,Female
1,41,1085,Research & Development,2,4,2,Female,57,1,1,Laboratory Technician,4,2778,17725,4,1,13,3,80,1,10,1,2,7,7,1,0,Female
0,28,995,Research & Development,9,3,3,Female,77,3,1,Research Scientist,3,2377,9834,5,0,18,3,80,1,6,2,3,2,2,2,2,Female
1,39,1122,Research & Development,6,3,4,Male,70,3,1,Laboratory Technician,1,2404,4303,7,1,21,4,80,0,8,2,1,2,2,2,2,Male
0,27,618,Research & Development,4,3,2,Female,76,3,1,Research Scientist,3,2318,17808,1,0,19,3,80,0,1,2,3,1,1,0,0,Female
0,34,546,Research & Development,10,3,2,Male,83,3,1,Laboratory Technician,2,2008,6896,1,0,14,3,80,2,1,3,3,1,0,1,0,Male
0,42,462,Sales,14,2,3,Female,68,2,2,Sales Executive,3,6244,7824,7,0,17,3,80,0,10,6,3,5,4,0,3,Female
0,33,1198,Research & Development,1,4,3,Male,100,2,1,Research Scientist,1,2799,3339,3,1,11,3,80,0,6,1,3,3,2,0,2,Male
0,58,1272,Research & Development,5,3,3,Female,37,2,3,Healthcare Representative,2,10552,9255,2,1,13,3,80,1,24,3,3,6,0,0,4,Female
0,31,154,Sales,7,4,2,Male,41,2,1,Sales Representative,3,2329,11737,3,0,15,3,80,0,13,2,4,7,7,5,2,Male
0,35,1137,Research & Development,21,1,4,Female,51,3,2,Healthcare Representative,4,4014,19170,1,1,25,4,80,1,10,2,1,10,6,0,7,Female
0,49,527,Research & Development,8,2,1,Female,51,3,3,Laboratory Technician,2,7403,22477,4,0,11,3,80,1,29,3,2,26,9,1,7,Female
0,48,1469,Research & Development,20,4,4,Male,51,3,1,Research Scientist,3,2259,5543,4,0,17,3,80,2,13,2,2,0,0,0,0,Male
0,31,1188,Sales,20,2,4,Female,45,3,2,Sales Executive,3,6932,24406,1,0,13,3,80,1,9,2,2,9,8,0,0,Female
0,36,188,Research & Development,7,4,2,Male,65,3,1,Research Scientist,4,4678,23293,2,0,18,3,80,0,8,6,3,6,2,0,1,Male
0,38,1333,Research & Development,1,3,4,Female,80,3,3,Research Director,1,13582,16292,1,0,13,3,80,1,15,3,3,15,12,5,11,Female
0,32,1184,Research & Development,1,3,3,Female,70,2,1,Laboratory Technician,2,2332,3974,6,0,20,4,80,0,5,3,3,3,0,0,2,Female
1,25,867,Sales,19,2,3,Male,36,2,1,Sales Representative,2,2413,18798,1,1,18,3,80,3,1,2,3,1,0,0,0,Male
0,40,658,Sales,10,4,1,Male,67,2,3,Sales Executive,2,9705,20652,2,0,12,3,80,1,11,2,2,1,0,0,0,Male
0,26,1283,Sales,1,3,3,Male,52,2,2,Sales Executive,1,4294,11148,1,0,12,3,80,0,7,2,3,7,7,0,7,Male
0,41,263,Research & Development,6,3,4,Male,59,3,1,Laboratory Technician,1,4721,3119,2,1,13,3,80,0,20,3,3,18,13,2,17,Male
0,36,938,Research & Development,2,4,3,Male,79,3,1,Laboratory Technician,3,2519,12287,4,0,21,4,80,0,16,6,3,11,8,3,9,Male
1,19,419,Sales,21,3,4,Male,37,2,1,Sales Representative,2,2121,9947,1,1,13,3,80,0,1,3,4,1,0,0,0,Male
1,20,129,Research & Development,4,3,1,Male,84,3,1,Laboratory Technician,1,2973,13008,1,0,19,3,80,0,1,2,3,1,0,0,0,Male
0,31,616,Research & Development,12,3,4,Female,41,3,2,Healthcare Representative,4,5855,17369,0,1,11,3,80,2,10,2,1,9,7,8,5,Female
0,40,1469,Research & Development,9,4,4,Male,35,3,1,Research Scientist,2,3617,25063,8,1,14,3,80,1,3,2,3,1,1,0,0,Male
0,32,498,Research & Development,3,4,3,Female,93,3,2,Manufacturing Director,1,6725,13554,1,0,12,3,80,1,8,2,4,8,7,6,3,Female
1,36,530,Sales,3,1,3,Male,51,2,3,Sales Executive,4,10325,5518,1,1,11,3,80,1,16,6,3,16,7,3,7,Male
0,33,1069,Research & Development,1,3,2,Female,42,2,2,Healthcare Representative,4,6949,12291,0,0,14,3,80,0,6,3,3,5,0,1,4,Female
1,37,625,Sales,1,4,1,Male,46,2,3,Sales Executive,3,10609,14922,5,0,11,3,80,0,17,2,1,14,1,11,7,Male
0,45,805,Research & Development,4,2,3,Male,57,3,2,Laboratory Technician,2,4447,23163,1,0,12,3,80,0,9,5,2,9,7,0,8,Male
0,29,1404,Sales,20,3,3,Female,84,3,1,Sales Representative,4,2157,18203,1,0,15,3,80,1,3,5,3,3,1,0,2,Female
0,35,1219,Sales,18,3,3,Female,86,3,2,Sales Executive,3,4601,6179,1,0,16,3,80,0,5,3,3,5,2,1,0,Female
0,52,1053,Research & Development,1,2,4,Male,70,3,4,Manager,4,17099,13829,2,0,15,3,80,1,26,2,2,9,8,7,8,Male
1,58,289,Research & Development,2,3,4,Male,51,3,1,Research Scientist,3,2479,26227,4,0,24,4,80,0,7,4,3,1,0,0,0,Male
0,53,1376,Sales,2,2,3,Male,45,3,4,Manager,3,14852,13938,6,0,13,3,80,1,22,3,4,17,13,15,2,Male
0,30,231,Sales,8,2,3,Male,62,3,3,Sales Executive,3,7264,9977,5,0,11,3,80,1,10,2,4,8,4,7,7,Male
0,38,152,Sales,10,3,3,Female,85,3,2,Sales Executive,4,5666,19899,1,1,13,3,80,0,6,1,3,5,3,1,3,Female
0,35,882,Sales,3,4,4,Male,92,3,3,Sales Executive,4,7823,6812,6,0,13,3,80,1,12,2,3,10,9,0,8,Male
0,39,903,Sales,2,5,1,Male,41,4,3,Sales Executive,3,7880,2560,0,0,18,3,80,0,9,3,3,8,7,0,7,Male
1,40,1479,Sales,24,3,2,Female,100,4,4,Sales Executive,2,13194,17071,4,1,16,3,80,0,22,2,2,1,0,0,0,Female
0,47,1379,Research & Development,16,4,3,Male,64,4,2,Manufacturing Director,3,5067,6759,1,1,19,3,80,0,20,3,4,19,10,2,7,Male
0,36,1229,Sales,8,4,1,Male,84,3,2,Sales Executive,4,5079,25952,4,0,13,3,80,2,12,3,3,7,7,0,7,Male
1,31,335,Research & Development,9,2,3,Male,46,2,1,Research Scientist,1,2321,10322,0,1,22,4,80,0,4,0,3,3,2,1,2,Male
0,33,722,Sales,17,3,4,Male,38,3,4,Manager,3,17444,20489,1,0,11,3,80,0,10,2,3,10,8,6,0,Male
1,29,906,Research & Development,10,3,4,Female,92,2,1,Research Scientist,1,2404,11479,6,1,20,4,80,0,3,5,3,0,0,0,0,Female
0,33,461,Research & Development,13,1,2,Female,53,3,1,Research Scientist,4,3452,17241,3,0,18,3,80,0,5,4,3,3,2,0,2,Female
0,45,974,Research & Development,1,4,4,Female,91,3,1,Laboratory Technician,4,2270,11005,3,0,14,3,80,2,8,2,3,5,3,0,2,Female
0,50,1126,Research & Development,1,2,4,Male,66,3,4,Research Director,4,17399,6615,9,0,22,4,80,1,32,1,2,5,4,1,3,Male
0,33,827,Research & Development,1,4,3,Female,84,4,2,Healthcare Representative,2,5488,20161,1,1,13,3,80,1,6,2,3,6,5,1,2,Female
0,41,840,Research & Development,9,3,1,Male,64,3,5,Research Director,3,19419,3735,2,0,17,3,80,1,21,2,4,18,16,0,11,Male
0,27,1134,Research & Development,16,4,3,Female,37,3,1,Laboratory Technician,2,2811,12086,9,0,14,3,80,1,4,2,3,2,2,2,2,Female
0,45,248,Research & Development,23,2,4,Male,42,3,2,Laboratory Technician,1,3633,14039,1,1,15,3,80,1,9,2,3,9,8,0,8,Male
0,47,955,Sales,4,2,4,Female,83,3,2,Sales Executive,4,4163,8571,1,1,17,3,80,0,9,0,3,9,0,0,7,Female
1,30,138,Research & Development,22,3,1,Female,48,3,1,Research Scientist,3,2132,11539,4,1,11,3,80,0,7,2,3,5,2,0,1,Female
0,50,939,Research & Development,24,3,4,Male,95,3,4,Manufacturing Director,3,13973,4161,3,1,18,3,80,1,22,2,3,12,11,1,5,Male
0,38,1391,Research & Development,10,1,3,Male,66,3,1,Research Scientist,3,2684,12127,0,0,17,3,80,1,3,0,2,2,1,0,2,Male
0,46,566,Research & Development,7,2,4,Male,75,3,3,Manufacturing Director,3,10845,24208,6,0,13,3,80,1,13,3,3,8,7,0,7,Male
0,24,1206,Research & Development,17,1,4,Female,41,2,2,Manufacturing Director,3,4377,24117,1,0,15,3,80,2,5,6,3,4,2,3,2,Female
1,35,622,Research & Development,14,4,3,Male,39,2,1,Laboratory Technician,2,3743,10074,1,1,24,4,80,1,5,2,1,4,2,0,2,Male
0,31,853,Research & Development,1,1,3,Female,96,3,2,Manufacturing Director,1,4148,11275,1,0,12,3,80,1,4,1,3,4,3,0,3,Female
0,18,287,Research & Development,5,2,2,Male,73,3,1,Research Scientist,4,1051,13493,1,0,15,3,80,0,0,2,3,0,0,0,0,Male
0,54,1441,Research & Development,17,3,3,Female,56,3,3,Manufacturing Director,3,10739,13943,8,0,11,3,80,1,22,2,3,10,7,0,8,Female
0,35,583,Research & Development,25,4,3,Female,57,3,3,Healthcare Representative,3,10388,6975,1,1,11,3,80,1,16,3,2,16,10,10,1,Female
0,30,153,Research & Development,8,2,2,Female,73,4,3,Research Director,1,11416,17802,0,1,12,3,80,3,9,4,2,8,7,1,7,Female
1,20,1097,Research & Development,11,3,4,Female,98,2,1,Research Scientist,1,2600,18275,1,1,15,3,80,0,1,2,3,1,0,0,0,Female
1,30,109,Research & Development,5,3,2,Female,60,3,1,Laboratory Technician,2,2422,25725,0,0,17,3,80,0,4,3,3,3,2,1,2,Female
0,26,1066,Research & Development,2,2,4,Male,32,4,2,Manufacturing Director,4,5472,3334,1,0,12,3,80,0,8,2,3,8,7,1,3,Male
0,22,217,Research & Development,8,1,2,Male,94,1,1,Laboratory Technician,1,2451,6881,1,0,15,3,80,1,4,3,2,4,3,1,1,Male
0,48,277,Research & Development,6,3,1,Male,97,2,2,Healthcare Representative,3,4240,13119,2,0,13,3,80,0,19,0,3,2,2,2,2,Male
0,48,1355,Research & Development,4,4,3,Male,78,2,3,Healthcare Representative,3,10999,22245,7,0,14,3,80,0,27,3,3,15,11,4,8,Male
0,41,549,Research & Development,7,2,4,Female,42,3,2,Manufacturing Director,3,5003,23371,6,0,14,3,80,0,8,6,3,2,2,2,1,Female
0,39,466,Research & Development,1,1,4,Female,65,2,4,Manufacturing Director,4,12742,7060,1,0,16,3,80,1,21,3,3,21,6,11,8,Female
0,27,1055,Research & Development,2,4,1,Female,47,3,2,Manufacturing Director,4,4227,4658,0,0,18,3,80,1,4,2,3,3,2,2,2,Female
0,35,802,Research & Development,10,3,2,Male,45,3,1,Laboratory Technician,4,3917,9541,1,0,20,4,80,1,3,4,2,3,2,1,2,Male
0,42,265,Sales,5,2,4,Male,90,3,5,Manager,3,18303,7770,6,0,13,3,80,0,21,3,4,1,0,0,0,Male
0,50,804,Research & Development,9,3,1,Male,64,3,1,Laboratory Technician,4,2380,20165,4,0,18,3,80,0,8,5,3,1,0,0,0,Male
0,59,715,Research & Development,2,3,3,Female,69,2,4,Manufacturing Director,4,13726,21829,3,1,13,3,80,0,30,4,3,5,3,4,3,Female
1,37,1141,Research & Development,11,2,1,Female,61,1,2,Healthcare Representative,2,4777,14382,5,0,15,3,80,0,15,2,1,1,0,0,0,Female
0,55,135,Research & Development,18,4,3,Male,62,3,2,Healthcare Representative,2,6385,12992,3,1,14,3,80,2,17,3,3,8,7,6,7,Male
0,41,247,Research & Development,7,1,2,Female,55,1,5,Research Director,3,19973,20284,1,0,22,4,80,2,21,3,3,21,16,5,10,Female
0,38,1035,Sales,3,4,2,Male,42,3,2,Sales Executive,4,6861,4981,8,1,12,3,80,0,19,1,3,1,0,0,0,Male
1,26,265,Sales,29,2,2,Male,79,1,2,Sales Executive,1,4969,21813,8,0,18,3,80,0,7,6,3,2,2,2,2,Male
1,52,266,Sales,2,1,1,Female,57,1,5,Manager,4,19845,25846,1,0,15,3,80,1,33,3,3,32,14,6,9,Female
0,44,1448,Sales,28,3,4,Female,53,4,4,Sales Executive,4,13320,11737,3,1,18,3,80,1,23,2,3,12,11,11,11,Female
0,50,145,Sales,1,3,4,Female,95,3,2,Sales Executive,3,6347,24920,0,0,12,3,80,1,19,3,3,18,7,0,13,Female
1,36,885,Research & Development,16,4,3,Female,43,4,1,Laboratory Technician,1,2743,8269,1,0,16,3,80,0,18,1,3,17,13,15,14,Female
0,39,945,Research & Development,22,3,4,Female,82,3,3,Manufacturing Director,1,10880,5083,1,1,13,3,80,0,21,2,3,21,6,2,8,Female
0,33,1038,Sales,8,1,2,Female,88,2,1,Sales Representative,4,2342,21437,0,0,19,3,80,0,3,2,2,2,2,2,2,Female
0,45,1234,Sales,11,2,4,Female,90,3,4,Manager,4,17650,5404,3,0,13,3,80,1,26,4,4,9,3,1,1,Female
0,32,1109,Research & Development,29,4,4,Female,69,3,1,Laboratory Technician,3,4025,11135,9,0,12,3,80,0,10,2,3,8,7,7,7,Female
0,34,216,Sales,1,4,2,Male,75,4,2,Sales Executive,4,9725,12278,0,0,11,3,80,1,16,2,2,15,1,0,9,Male
0,59,1089,Sales,1,2,2,Male,66,3,3,Manager,4,11904,11038,3,1,14,3,80,1,14,1,1,6,4,0,4,Male
0,45,788,Human Resources,24,4,2,Male,36,3,1,Human Resources,2,2177,8318,1,0,16,3,80,0,6,3,3,6,3,0,4,Male
0,53,124,Sales,2,3,3,Female,38,2,3,Sales Executive,2,7525,23537,2,0,12,3,80,1,30,2,3,15,7,6,12,Female
1,36,660,Research & Development,15,3,1,Male,81,3,2,Laboratory Technician,3,4834,7858,7,0,14,3,80,1,9,3,2,1,0,0,0,Male
1,26,342,Research & Development,2,3,1,Male,57,3,1,Research Scientist,1,2042,15346,6,1,14,3,80,1,6,2,3,3,2,1,2,Male
0,34,1333,Sales,10,4,3,Female,87,3,1,Sales Representative,3,2220,18410,1,1,19,3,80,1,1,2,3,1,1,0,0,Female
0,28,1144,Sales,10,1,4,Male,74,3,1,Sales Representative,2,1052,23384,1,0,22,4,80,0,1,5,3,1,0,0,0,Male
0,38,1186,Research & Development,3,4,3,Male,44,3,1,Research Scientist,3,2821,2997,3,0,16,3,80,1,8,2,3,2,2,2,2,Male
0,50,1464,Research & Development,2,4,2,Male,62,3,5,Research Director,3,19237,12853,2,1,11,3,80,1,29,2,2,8,1,7,7,Male
0,37,124,Research & Development,3,3,4,Female,35,3,2,Healthcare Representative,2,4107,13848,3,0,15,3,80,0,8,3,2,4,3,0,1,Female
0,40,300,Sales,26,3,3,Male,74,3,2,Sales Executive,1,8396,22217,1,0,14,3,80,1,8,3,2,7,7,7,5,Male
